n_trial,n_valid,false_starts,lapses,lapse_rate,mean_rt,median_rt,sd_rt,mean_speed,slowest10_rt,sub,ses_num
47,46,0,1,0.02127659574468085,222.54347826086956,211.0,41.78607238555244,4.628949640400092,278.0,sub-9014,2
48,48,0,0,0.0,230.39583333333334,231.0,35.415310779218814,4.426866931504267,273.1,sub-9016,1
48,48,0,0,0.0,213.75,205.0,33.30995634175106,4.77863302078362,253.3,sub-9016,2
47,47,0,0,0.0,253.12765957446808,251.0,29.66744447697905,3.998789861944904,282.4,sub-9017,1
47,47,0,0,0.0,233.51063829787233,231.0,33.206777949051784,4.368288226445439,282.4,sub-9017,2
47,46,1,0,0.0,289.67391304347825,285.0,52.52049519434234,3.5638445890357957,363.5,sub-9018,1
47,45,0,2,0.0425531914893617,289.31111111111113,277.0,59.256692074022794,3.5712386976486314,334.8,sub-9018,2
49,48,0,1,0.02040816326530612,288.125,281.5,59.10525231368047,3.590213162858262,359.4000000000001,sub-9019,1
48,47,0,1,0.020833333333333332,306.21276595744683,295.0,49.49525061546322,3.341363078785371,367.4,sub-9019,2
44,42,0,2,0.045454545454545456,351.54761904761904,350.5,41.43770074428946,2.8810260690056007,405.9,sub-9020,1
41,40,0,1,0.024390243902439025,299.975,293.0,47.93397569199769,3.4136246336803966,373.8,sub-9020,2
46,46,0,0,0.0,226.1086956521739,218.0,49.804162369946354,4.601489814664506,283.5,sub-9022,1
47,45,1,1,0.02127659574468085,248.0222222222222,238.0,53.611179672327545,4.198882389362522,333.0,sub-9022,2
42,42,0,0,0.0,247.57142857142858,233.5,51.226490316090654,4.182895935624515,320.79999999999995,sub-9023,1
44,43,1,0,0.0,245.3953488372093,233.0,54.396314447494085,4.221561427935768,297.8,sub-9023,2
50,49,0,1,0.02,275.83673469387753,267.0,53.918668280250074,3.7395745355408523,335.0000000000001,sub-9025,1
47,47,0,0,0.0,259.8723404255319,250.0,46.47141104381628,3.951235228468358,311.79999999999995,sub-9025,2
47,45,0,2,0.0425531914893617,249.35555555555555,234.0,44.26375264231218,4.12005835736437,308.6,sub-9026,1
43,40,0,3,0.06976744186046512,236.4,228.5,43.86506115057393,4.347630435211762,297.20000000000005,sub-9026,2
45,44,1,0,0.0,236.61363636363637,221.5,50.77914601674859,4.398008246015302,300.50000000000006,sub-9028,1
50,46,1,3,0.06,287.95652173913044,275.0,64.87182457113724,3.623756396143318,375.5,sub-9028,2
41,40,0,1,0.024390243902439025,332.875,316.5,63.203857193232786,3.1038600607885662,406.5,sub-9029,1
46,46,0,0,0.0,303.9782608695652,285.5,60.81245820112659,3.4046258628914283,391.0,sub-9029,2
45,45,0,0,0.0,274.0444444444444,269.0,39.99429252210163,3.7215231449742947,327.6,sub-9032,1
46,46,0,0,0.0,271.7608695652174,264.0,44.49228886128406,3.7678015693652007,331.5,sub-9032,2
48,45,2,1,0.020833333333333332,241.2,225.0,60.5905033062863,4.358004453918588,328.20000000000005,sub-9033,1
48,46,1,1,0.020833333333333332,232.2826086956522,219.0,43.891615521002166,4.434131132676608,288.5,sub-9033,2
45,45,0,0,0.0,249.51111111111112,241.0,39.45401363510678,4.090382406605059,293.6,sub-9034,1
42,41,0,1,0.023809523809523808,246.70731707317074,237.0,46.8296081034419,4.167755560292167,291.0,sub-9034,2
52,51,0,1,0.019230769230769232,251.45098039215685,240.0,53.41921516663838,4.134494729654162,323.0,sub-9035,1
47,47,0,0,0.0,230.72340425531914,222.0,36.23876265263336,4.423913299509469,273.99999999999994,sub-9035,2
54,44,9,1,0.018518518518518517,215.1818181818182,216.0,32.846558509525195,4.780080352008065,248.0,sub-9036,1
54,48,6,0,0.0,215.22916666666666,210.5,30.493277657042768,4.72802372494107,253.0,sub-9036,2
50,50,0,0,0.0,255.16,248.0,32.782125542771645,3.980098076917703,297.7,sub-9037,1
49,49,0,0,0.0,273.8775510204082,272.0,47.86118497499706,3.7589739427029767,325.00000000000006,sub-9037,2
46,45,0,1,0.021739130434782608,288.1333333333333,274.0,55.85272842688415,3.584102393268185,352.6,sub-9038,1
44,44,0,0,0.0,277.27272727272725,265.5,33.37898213251806,3.6557131361477277,324.7,sub-9038,2
49,46,1,2,0.04081632653061224,267.39130434782606,254.5,72.7456690611184,3.9824996982556513,359.5,sub-9039,1
50,47,2,1,0.02,224.3404255319149,210.0,40.24505186746547,4.583974164831379,272.8,sub-9039,2
44,44,0,0,0.0,251.36363636363637,233.5,52.67808816306697,4.118313113037368,311.1,sub-9040,1
51,48,2,1,0.0196078431372549,264.9166666666667,256.5,46.36709826394617,3.8721283726077655,300.90000000000003,sub-9040,2
49,49,0,0,0.0,245.0408163265306,226.0,52.102846684735574,4.22388299034578,308.0,sub-9041,1
46,45,1,0,0.0,249.44444444444446,233.0,57.3401158778816,4.174176312606813,315.40000000000003,sub-9041,2
47,46,1,0,0.0,251.91304347826087,227.0,61.949020649404055,4.178820438756362,327.5,sub-9042,1
47,47,0,0,0.0,208.10638297872342,197.0,36.74011789202239,4.933841463138432,257.4,sub-9042,2
50,50,0,0,0.0,198.84,194.0,36.87394965643504,5.164351165084514,236.2,sub-9044,1
45,44,0,1,0.022222222222222223,186.25,176.5,28.326275910834877,5.472643636901881,234.7,sub-9044,2
46,41,0,5,0.10869565217391304,264.1219512195122,248.0,47.62572578027091,3.8826410062289543,309.0,sub-9045,1
49,47,0,2,0.04081632653061224,269.0425531914894,262.0,40.155110913430875,3.7917947778271004,321.0,sub-9045,2
48,42,6,0,0.0,251.5,232.0,56.15798707392495,4.1203927695427485,307.4,sub-9046,1
45,40,2,3,0.06666666666666667,246.425,239.5,38.21456796992745,4.139663401517578,287.6,sub-9046,2
47,45,2,0,0.0,250.9777777777778,250.0,45.85079006402125,4.115047708021141,304.2,sub-9047,1
43,43,0,0,0.0,247.90697674418604,241.0,43.626561346592716,4.150606436156206,307.00000000000006,sub-9047,2
44,39,1,4,0.09090909090909091,209.2051282051282,194.0,44.27437151456186,4.929285984192759,255.0,sub-9048,1
52,43,4,5,0.09615384615384616,228.62790697674419,210.0,59.86811825679999,4.57677706548695,275.6,sub-9048,2
50,50,0,0,0.0,242.24,231.5,47.68371989324179,4.262153321793491,301.4,sub-9049,1
45,44,0,1,0.022222222222222223,246.1590909090909,234.0,44.95783201645126,4.178295515046353,316.8,sub-9049,2
45,45,0,0,0.0,234.77777777777777,220.0,52.55727995975131,4.426692097931632,317.80000000000007,sub-9050,1
46,44,0,2,0.043478260869565216,253.29545454545453,238.5,56.195083599179895,4.099517759454982,348.4000000000002,sub-9050,2
49,48,1,0,0.0,271.9375,256.5,51.24924752950452,3.7868475676946165,336.1,sub-9053,1
42,42,0,0,0.0,284.54761904761904,283.0,45.7646164208116,3.5997648484134364,345.09999999999997,sub-9053,2
46,46,0,0,0.0,256.2391304347826,242.0,49.96095576997377,4.023375460688611,319.0,sub-9054,1
45,43,1,1,0.022222222222222223,241.97674418604652,233.0,43.51271755644879,4.241282582422264,286.40000000000003,sub-9054,2
46,40,2,4,0.08695652173913043,269.125,259.0,57.818100040624756,3.8530625917315353,356.7,sub-9055,1
49,46,3,0,0.0,269.54347826086956,245.0,68.17451675149239,3.8910991693637444,370.5,sub-9055,2
43,43,0,0,0.0,243.11627906976744,240.0,36.466690151245324,4.19566792410775,278.6,sub-9056,1
44,44,0,0,0.0,240.72727272727272,227.5,43.37632171372144,4.265816330442697,305.1,sub-9056,2
48,47,0,1,0.020833333333333332,320.6170212765957,304.0,53.52104551177462,3.1964277805298256,417.4,sub-9057,1
46,46,0,0,0.0,267.3478260869565,255.0,41.02910478688911,3.8203633595433284,325.5,sub-9057,2
46,46,0,0,0.0,255.2173913043478,237.5,46.82730117426906,4.0276306860747795,312.0,sub-9058,1
46,46,0,0,0.0,251.65217391304347,244.5,48.898633196669365,4.104358127715551,309.5,sub-9058,2
46,46,0,0,0.0,301.4347826086956,298.5,52.78705740947956,3.4194813111771034,366.0,sub-9059,1
45,45,0,0,0.0,310.06666666666666,297.0,46.932446616967944,3.2957705554296353,376.0,sub-9059,2
45,45,0,0,0.0,286.3333333333333,272.0,69.56782171508476,3.671073075818296,399.6,sub-9061,1
47,47,0,0,0.0,299.02127659574467,301.0,53.11246859329743,3.4573827416812635,367.0,sub-9061,2
46,44,0,2,0.043478260869565216,322.8863636363636,308.0,62.36323302219804,3.1994490370608797,428.20000000000005,sub-9062,1
49,48,1,0,0.0,246.625,242.5,50.13752363844613,4.221033881401646,315.90000000000003,sub-9062,2
51,51,0,0,0.0,256.19607843137254,246.0,46.55835890915535,4.015809894144584,319.0,sub-9063,1
49,49,0,0,0.0,282.8979591836735,271.0,49.63711854464324,3.631442869592585,360.0,sub-9063,2
46,46,0,0,0.0,271.3478260869565,265.5,34.20605364961286,3.739146889224519,319.5,sub-9064,1
47,47,0,0,0.0,281.8723404255319,276.0,34.59870380914429,3.5974978334409267,318.4,sub-9064,2
47,47,0,0,0.0,229.38297872340425,217.0,48.19775982142619,4.495976118018684,272.4,sub-9065,1
46,45,1,0,0.0,238.64444444444445,227.0,42.40666518986435,4.310565696263184,300.6,sub-9065,2
44,44,0,0,0.0,265.75,257.0,54.79947589292743,3.9146954883960814,349.90000000000003,sub-9066,1
48,47,1,0,0.0,257.51063829787233,246.0,54.032547494210874,4.041533296063801,332.4,sub-9066,2
44,44,0,0,0.0,265.3636363636364,254.0,44.66625119451676,3.858386279791542,329.0000000000001,sub-9067,1
48,48,0,0,0.0,272.25,264.0,51.66977798913799,3.797856504466651,336.70000000000005,sub-9067,2
45,45,0,0,0.0,288.73333333333335,280.0,50.761205659440364,3.5625812924792473,353.0,sub-9068,1
46,45,1,0,0.0,269.26666666666665,266.0,41.42046046888597,3.786377201180862,312.0,sub-9068,2
42,40,1,1,0.023809523809523808,240.9,222.5,58.97404905158253,4.318312359929182,277.6,sub-9069,1
46,46,0,0,0.0,222.34782608695653,212.0,39.02034648248945,4.612544304354828,276.5,sub-9069,2
47,47,0,0,0.0,281.5531914893617,272.0,46.16407812529334,3.630184456238156,334.4,sub-9070,1
46,45,0,1,0.021739130434782608,278.75555555555553,267.0,62.616493454402665,3.750188621369185,360.4,sub-9070,2
46,46,0,0,0.0,259.2826086956522,252.5,26.73878834076756,3.8931684570336005,293.0,sub-9071,1
44,44,0,0,0.0,258.45454545454544,256.5,35.28452756995756,3.9336836580832046,300.0,sub-9071,2
50,50,0,0,0.0,245.5,236.5,33.37556848097979,4.143216405702529,297.4,sub-9072,1
49,48,1,0,0.0,242.91666666666666,240.5,36.82612008571329,4.191775186324011,266.5,sub-9072,2
47,47,0,0,0.0,271.27659574468083,263.0,47.78015875620138,3.7808491845721854,325.2,sub-9073,1
52,52,0,0,0.0,253.28846153846155,244.0,43.37313550875976,4.043451225981595,295.0,sub-9073,2
52,49,3,0,0.0,210.75510204081633,194.0,43.39284244561774,4.918747434129567,281.8,sub-9074,1
47,45,2,0,0.0,202.17777777777778,189.0,47.84933213597224,5.139696972826089,238.60000000000005,sub-9074,2
47,45,0,2,0.0425531914893617,228.44444444444446,222.0,35.23528419816211,4.4599926344336405,260.2,sub-9075,1
49,43,3,3,0.061224489795918366,237.58139534883722,232.0,45.24759007428411,4.328561308747422,273.00000000000006,sub-9075,2
47,47,0,0,0.0,248.51063829787233,244.0,38.686517334812685,4.107794682921926,295.2,sub-9076,1
42,42,0,0,0.0,249.4047619047619,241.0,43.86957361277082,4.108876077760974,306.9,sub-9076,2
47,46,1,0,0.0,282.2173913043478,278.5,51.214109619855634,3.644419204485003,346.0,sub-9077,1
49,47,0,2,0.04081632653061224,285.78723404255317,271.0,57.60545572373927,3.6298791227110425,362.8,sub-9077,2
51,51,0,0,0.0,271.6862745098039,263.0,43.42556398992576,3.7610362831024915,320.0,sub-9078,1
48,48,0,0,0.0,262.3541666666667,253.5,38.661371993207425,3.8779833468619045,296.20000000000005,sub-9078,2
48,48,0,0,0.0,271.4791666666667,255.0,64.62987570259851,3.836418119122422,334.0,sub-9079,1
46,43,0,3,0.06521739130434782,324.16279069767444,313.0,56.76808720892321,3.1728633192428433,403.00000000000006,sub-9079,2
51,51,0,0,0.0,252.31372549019608,247.0,41.29188307456003,4.055313339285792,302.0,sub-9080,1
47,45,1,1,0.02127659574468085,278.24444444444447,262.0,54.76609583058895,3.706942610260647,365.6,sub-9080,2
50,50,0,0,0.0,221.56,221.5,24.42076734156854,4.565509380383643,247.4,sub-9081,1
49,49,0,0,0.0,201.44897959183675,194.0,32.15914931016897,5.047278714049655,222.2,sub-9081,2
43,42,0,1,0.023255813953488372,319.3333333333333,314.0,64.92309396571686,3.2620126935351825,392.9,sub-9082,1
49,48,0,1,0.02040816326530612,271.0,250.0,66.85264838242895,3.8944894758010657,366.7000000000001,sub-9082,2
47,47,0,0,0.0,272.1914893617021,260.0,47.02110455764025,3.7626569923027087,322.19999999999993,sub-9083,1
45,45,0,0,0.0,281.97777777777776,269.0,54.0750694064569,3.653001615980246,343.6,sub-9083,2
49,48,1,0,0.0,245.75,234.5,47.86439177509728,4.192521546408432,294.3,sub-9084,1
44,43,1,0,0.0,223.2093023255814,214.0,37.26581360694242,4.595533014736612,276.0,sub-9084,2
48,48,0,0,0.0,254.9375,247.5,32.259193807446316,3.98254357052284,296.3,sub-9085,1
46,46,0,0,0.0,277.1521739130435,256.5,67.88715060592325,3.798069611300657,395.5,sub-9085,2
45,43,1,1,0.022222222222222223,291.93023255813955,289.0,54.93866508546782,3.5442044514992945,366.20000000000005,sub-9086,1
51,49,0,2,0.0392156862745098,303.46938775510205,281.0,66.62022404420958,3.4395283488863773,403.4,sub-9086,2
48,48,0,0,0.0,217.04166666666666,197.5,49.279903259322936,4.775438099790072,264.1000000000001,sub-9087,1
42,41,0,1,0.023809523809523808,218.29268292682926,206.0,45.14434842947621,4.7173631306328145,249.0,sub-9087,2
46,46,0,0,0.0,233.1304347826087,228.5,30.46791295456194,4.3502224937339635,261.5,sub-9088,1
48,47,1,0,0.0,254.19148936170214,251.0,45.28203324377232,4.040535419715218,303.0,sub-9088,2
45,42,2,1,0.022222222222222223,226.14285714285714,215.0,44.47008938797196,4.528052356709891,270.69999999999993,sub-9089,1
45,44,1,0,0.0,239.54545454545453,228.0,33.58741080977905,4.242012618236143,278.1,sub-9089,2
41,40,0,1,0.024390243902439025,258.975,250.0,47.73403209988467,3.9587761779911887,293.90000000000003,sub-9090,1
44,44,0,0,0.0,258.90909090909093,257.0,40.06031393589802,3.9482896800124605,303.5,sub-9090,2
50,50,0,0,0.0,250.28,239.5,42.975094828402696,4.093911664030472,297.2,sub-9091,1
45,45,0,0,0.0,240.13333333333333,235.0,32.308597223424215,4.228047379535719,265.8,sub-9091,2
45,45,0,0,0.0,268.55555555555554,253.0,54.3827159856861,3.8380923842546513,308.0,sub-9092,1
46,44,1,1,0.021739130434782608,302.65909090909093,291.0,56.92914534622848,3.410035347381512,380.0,sub-9092,2
46,45,0,1,0.021739130434782608,269.9111111111111,264.0,40.95830597428107,3.788261209391761,326.40000000000003,sub-9093,1
50,49,1,0,0.0,225.53061224489795,220.0,28.240117770658824,4.498477881081289,257.8,sub-9093,2
45,42,1,2,0.044444444444444446,294.9761904761905,275.0,65.03338283293083,3.52313369144664,357.6,sub-9094,1
43,42,1,0,0.0,273.1190476190476,259.5,67.25205677549395,3.8514809459080537,367.9,sub-9094,2
44,42,0,2,0.045454545454545456,291.57142857142856,287.5,36.056285847670445,3.474549906819941,326.8,sub-9095,1
43,42,1,0,0.0,281.35714285714283,269.5,54.4582280860457,3.6675228041007237,352.09999999999997,sub-9096,1
44,42,0,2,0.045454545454545456,306.04761904761904,296.0,57.83405713698898,3.3713410086340607,370.8,sub-9096,2
47,45,1,1,0.02127659574468085,265.9555555555556,256.0,33.0206241031513,3.8136212459765324,307.6,sub-9098,1
49,49,0,0,0.0,294.40816326530614,284.0,53.674915916463775,3.494081525459938,338.0,sub-9098,2
